date,value
2020-09-12,148.6856889057361
2020-09-13,157.6088402312664
2020-09-14,147.9090011677484
2020-09-15,153.84517852552906
2020-09-16,155.68368182503824
2020-09-17,147.36601337700603
2020-09-18,151.89894216145203
2020-09-19,136.191907802858
2020-09-20,147.48377582913736
2020-09-21,151.55615668466768
2020-09-22,146.79919699249072
2020-09-23,161.42513339335005
2020-09-24,146.34319719113128
2020-09-25,151.53038508070216
2020-09-26,154.6269013111549
2020-09-27,161.42805276695242
2020-09-28,147.29676821304432
2020-09-29,160.55220114420982
2020-09-30,155.05376613786075
2020-10-01,150.36719357899167
2020-10-02,157.86330852536483
2020-10-03,156.83206128496323
2020-10-04,153.12556467142767
2020-10-05,156.77145584299927
2020-10-06,154.79757766999626
2020-10-07,157.5993285099205
2020-10-08,160.65587745171726
2020-10-09,165.59466515254914
2020-10-10,151.80072206041766
2020-10-11,168.98603145882933
2020-10-12,148.89732049535786
2020-10-13,158.24154040464663
2020-10-14,162.2905496618285
2020-10-15,161.10819024992662
2020-10-16,156.9497465884995
2020-10-17,159.3883669685804
2020-10-18,158.33540140529453
2020-10-19,158.23067536169697
2020-10-20,165.8082376166829
2020-10-21,163.73363550415363
2020-10-22,158.8779103806216
2020-10-23,167.23989209073147
2020-10-24,164.68332184520855
2020-10-25,167.62152500277574
2020-10-26,167.12116728102507
2020-10-27,160.24923342584893
2020-10-28,162.0198220948429
2020-10-29,168.98900262497804
2020-10-30,168.7414352351288
2020-10-31,166.0273192175132
2020-11-01,167.16585178275037
2020-11-02,173.4200203299378
2020-11-03,164.5313605967481
2020-11-04,170.68721274945128
2020-11-05,167.40820192882842
2020-11-06,167.80307253978708
2020-11-07,174.86249172881818
2020-11-08,173.9775737803222
2020-11-09,174.4046191336585
2020-11-10,177.35567556857225
2020-11-11,171.42907891949713
2020-11-12,175.23410493261773
2020-11-13,170.77772209888207
2020-11-14,174.4589708329965
2020-11-15,172.70080502014213
2020-11-16,174.35410874895757
2020-11-17,177.366678220686
2020-11-18,170.8256362815521
2020-11-19,185.90853080423395
2020-11-20,170.95029487335447
2020-11-21,170.44708203828233
2020-11-22,182.85000095573113
2020-11-23,181.5628807889974
2020-11-24,181.27390636597178
2020-11-25,181.84731293378277
2020-11-26,179.20008564285087
2020-11-27,175.3341546271158
2020-11-28,180.76184495768752
2020-11-29,177.56261286974487
2020-11-30,186.3927368591012
2020-12-01,181.3535985565176
2020-12-02,178.5360893658027
2020-12-03,181.63418987660398
2020-12-04,185.8860843318633
2020-12-05,181.58578608575644
2020-12-06,180.87887125684813
2020-12-07,186.79646429036313
2020-12-08,187.39331398068356
2020-12-09,184.22652260565218
2020-12-10,185.00101466610568
2020-12-11,189.11353918210725
2020-12-12,181.31197128746024
2020-12-13,182.11610183246248
2020-12-14,186.1640549591119
2020-12-15,189.29362622050243
2020-12-16,192.52161866232808
2020-12-17,198.9516156216673
2020-12-18,196.47232265434644
2020-12-19,191.99485921527773
2020-12-20,193.31123610845194
2020-12-21,189.0065738281979
2020-12-22,194.54059662301913
2020-12-23,193.80474852856355
2020-12-24,197.4773510565428
2020-12-25,192.34405627548475
2020-12-26,199.69403138689788
2020-12-27,205.37861497661612
2020-12-28,197.78917357015771
2020-12-29,200.9599175322389
2020-12-30,203.0206925037393
