x,y,true_cluster
-7.889154957476583,10.729562202205297,3
-7.972719565865201,7.018954836434214,3
-4.364623689369873,7.033601208571907,0
-9.250905302363476,3.870641168395326,3
-7.594219384860777,4.006819951986875,3
-10.06547077761598,-7.668742125797088,2
-9.972853874562466,5.1901423511021925,3
-8.83633144190855,-5.875600770030889,2
4.659381674044962,4.1534707996767075,1
3.4510977285790503,1.8010650217403834,1
-9.504767646750178,7.889473655065982,3
-6.307615304027163,8.645982550922879,3
4.166974969267583,3.111623514680633,1
4.5242262721069455,2.484897646165698,1
5.872969076219836,4.818359157921654,1
-7.449061435338548,10.187647876203899,3
-3.0232693978429044,7.810870224365893,0
-8.654514960149932,-9.938957859916098,2
4.708236596083822,0.9957691625320064,1
-5.856697734208824,-7.345509728166131,2
-9.816081918339249,7.394620922473324,3
4.608526445281879,2.149160758903905,1
-6.370876186384085,6.949968856164135,3
-8.937447454606986,5.506998615855018,3
-8.40366547129139,10.436624113466861,3
-6.395549350644136,-8.12095600860443,2
-5.142460880901169,-5.692615552331542,2
5.5783798578756105,0.6874333493163083,1
-6.5536416407315246,8.131887981025692,3
-9.271268679342821,-7.779172127706606,2
-5.844411203584601,-7.481940301104701,2
-6.871761641573995,-6.809638702628834,2
-8.448744004053788,5.967047977842091,3
-6.058981119396213,-7.183398571926788,2
-8.281608946579047,6.417545135424972,3
-7.042767413836557,-6.277542010127535,2
-9.726918642994313,6.027536760978979,3
8.111866686238365,-0.8277281049468899,1
-3.5949227913247617,-8.092557021308673,2
-8.347936695989766,6.994872122285407,3
3.2494831288609767,1.883881649848032,1
-4.501476696400395,9.309577982002008,0
-11.056207125305772,9.039153980309097,3
-2.0695889131047283,7.94275900115877,0
4.304684658239325,3.04417042507887,1
-0.9626983393088238,10.41120630687262,0
-8.722275295164582,6.0315966135063075,3
-4.835192769651949,9.117130590407363,0
-5.641502667669226,-5.659845139274989,2
3.6471991390755196,3.251819686135068,1
-6.699183743583422,-6.1084513421878235,2
4.74458196371313,1.3951992886480917,1
5.760819243912994,2.888725082090929,1
-2.797739070224434,9.46660714169874,0
-0.140378399791663,10.165438221927685,0
-6.733113043328022,-8.039624269059146,2
3.9319810375439515,3.606595579391781,1
5.412431737041091,2.743848610309045,1
-8.689329298492172,8.450603600556386,3
-7.328888542814349,6.4581851112139805,3
-7.283737442818107,-5.8037962095820035,2
-4.1687000840617925,7.219976192077315,0
0.320081228763045,9.27615284744608,0
3.369688259125494,-0.2991011530880652,1
3.4806410144217437,1.6179417738307187,1
5.305607978447444,3.1351207640847374,1
6.801788769827274,-0.1806235428284273,1
-9.051753703397257,-8.991305254840778,2
-8.330583145394389,6.700591044647501,3
4.736298864871295,0.3565525170467727,1
-5.911563266773548,-4.827162256977424,2
6.070881481467905,2.950256560899429,1
4.4122011936747265,2.8556454936675966,1
-6.303529017742309,-6.9291517154170865,2
-2.023071668960558,8.436662707573847,0
-7.5547253983701355,-5.945834694754699,2
6.384624464460541,1.9885192754701126,1
-2.838705454809018,9.549954985465941,0
-9.196749826935624,5.962177422436307,3
-4.2356879891862045,9.57783315571683,0
3.396386319844993,1.1328981236452775,1
-4.9204224748945915,9.291236915996778,0
-8.810700187851683,9.838178883911628,3
-7.53391887647752,9.35697970370613,3
